0.3,0.2,w
1.0,1.0,1.0,
316.6,206.6,199.8,
856.6,712.6,691.4,
707.0,566.6,355.8,
918.4,770.8,754.6,
628.6,663.4,883.0,
241.6,377.4,410.8,
122.8,215.6,220.0,
92.4,130.6,138.0,
41.6,72.2,82.6,
10.4,52.2,38.0,
4.0,55.0,16.6,
1.2,33.8,9.6,
0.6,27.0,5.4,
0.2,10.4,3.4,
0.0,4.4,1.0,
0.0,1.2,0.2,
0.0,0.6,0.2,
0.0,0.2,0.2,
0.0,0.2,0.0,
,0.0,0.0,
,0.0,0.2,
,0.0,0.0,
,0.0,0.0,
,0.0,0.0,
,,0.0,
,,0.0,
