0.3,0.2,w
1.0,1.0,1.0,
224.8,146.8,174.2,
514.6,481.8,190.2,
404.0,135.2,232.0,
780.2,408.6,212.8,
765.0,676.2,424.6,
591.6,623.4,397.2,
284.8,576.6,459.2,
146.2,324.2,590.4,
88.4,156.6,547.4,
69.4,94.4,167.6,
32.0,54.4,111.6,
8.8,39.2,93.2,
2.8,26.8,68.0,
0.2,23.4,50.8,
0.0,20.2,25.6,
0.0,5.0,11.8,
0.0,2.2,4.4,
0.0,0.8,1.2,
0.0,0.4,0.2,
,0.0,0.2,
,0.0,0.0,
,0.0,0.0,
,0.0,0.0,
,0.0,0.0,
,,0.0,
