0.3,0.2,0.1,0.05,w
12.211145618,16.1618188083,24.1715728753,38.0143223446,21.6759001296,
1.788854382,2.63818119165,2.82842712475,2.78567765544,3.12409987036,
1.788854382,2.63818119165,2.82842712475,2.78567765544,3.12409987036,
