0.3,1.0, 310.0, 798.8, 910.6, 1062.4, 445.4, 207.8, 83.4, 64.4, 50.8, 13.0, 7.2, 6.0, 1.2, 0.4
0.2,1.0, 207.0, 747.4, 705.0, 906.0, 681.2, 318.0, 157.0, 68.2, 67.2, 43.4, 18.2, 14.8, 8.8, 7.4, 4.6, 2.6, 2.8, 1.0, 0.6
0.1,1.0, 102.4, 439.2, 583.0, 499.2, 508.8, 540.0, 405.0, 256.4, 168.4, 113.0, 71.8, 47.4, 39.4, 40.4, 40.8, 31.8, 24.0, 13.6, 9.2, 8.4, 5.6, 1.8, 2.0, 1.4, 0.4, 0.6, 0.2
0.05,1.0, 56.2, 170.8, 361.8, 337.2, 312.6, 384.4, 482.8, 433.2, 288.2, 211.6, 169.0, 130.8, 104.0, 71.8, 66.8, 51.0, 38.4, 28.4, 25.8, 24.8, 28.2, 22.4, 16.4, 13.6, 13.0, 10.4, 9.8, 13.2, 15.6, 12.8, 8.8, 7.0, 6.4, 5.0, 3.6, 2.4, 4.2, 1.8, 1.6, 1.8, 1.2, 0.6, 0.6, 0.4
w,1.0, 192.2, 702.0, 527.2, 896.4, 748.2, 399.8, 193.0, 98.2, 69.6, 45.6, 21.4, 18.4, 10.4, 5.8, 4.6, 3.2, 3.8, 5.8, 2.8, 1.4, 1.0, 1.0, 0.6, 0.6, 0.2, 0.6, 0.2, 0.2
