0.3,1.0, 220.6, 494.4, 175.2, 648.2, 808.4, 619.8, 456.4, 270.2, 139.2, 65.2, 35.4, 20.4, 4.8, 2.0, 0.4, 0.2
0.2,1.0, 154.2, 500.2, 200.8, 517.0, 709.0, 655.2, 445.4, 366.0, 156.6, 76.8, 46.8, 33.6, 26.4, 17.8, 7.0, 7.8, 5.8, 17.0, 13.2, 1.8, 0.8, 0.8, 0.4
0.1,1.0, 67.8, 338.0, 248.2, 94.2, 252.0, 516.2, 555.0, 507.2, 431.8, 302.0, 183.4, 108.6, 81.6, 66.4, 53.0, 37.8, 21.8, 14.4, 14.4, 17.6, 16.6, 10.2, 7.6, 3.8, 3.2, 2.0, 0.4, 0.6, 0.2, 0.4, 0.2
0.05,1.0, 31.6, 151.0, 285.0, 156.6, 138.2, 230.0, 346.4, 292.8, 278.0, 251.8, 268.8, 251.6, 253.2, 209.4, 161.2, 129.0, 91.4, 75.2, 46.4, 41.4, 39.4, 29.2, 25.4, 25.0, 23.6, 18.8, 19.0, 12.2, 13.2, 10.4, 9.0, 8.0, 5.0, 4.8, 4.8, 2.6, 3.8, 2.4, 1.2, 1.6, 0.2, 0.6, 0.2, 0.8, 0.2
w,1.0, 170.4, 161.4, 238.6, 202.2, 266.4, 446.0, 557.2, 475.0, 454.0, 324.0, 276.4, 99.8, 66.6, 71.6, 64.6, 37.8, 17.4, 8.0, 5.8, 2.8, 2.0, 1.4, 0.6, 0.6, 0.4, 0.4, 0.6, 0.4
