'1', 3953, 23
'2', 3956, 20
'3', 3957, 19
'4', 3959, 24
'5', 3959, 25
'1', 3960, 28
'2', 3953, 23
'3', 3961, 24
'4', 3957, 24
'5', 3954, 21

