0.3,0.2,0.1,0.05,w
12.8,17.1033370453,22.1020008006,36.9842431943,18.2808164115,
0.8,1.49666295471,2.49799919936,3.81575680567,3.91918358845,
0.8,1.49666295471,2.49799919936,3.81575680567,3.91918358845,
