'1', 3960, 32
'2', 3962, 28
'3', 3952, 27
'4', 3907, 24
'5', 3958, 27
'1', 3958, 29
'2', 3959, 23
'3', 3958, 27
'4', 3951, 25
'5', 3947, 21

