'1', 3961, 28
'2', 3959, 28
'3', 3959, 24
'4', 3963, 27
'5', 3951, 20
'1', 3963, 29
'2', 3948, 18
'3', 3955, 25
'4', 3953, 18
'5', 3958, 25

