0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
307.4,204.8,105.8,48.2,208.2,
894.0,674.8,349.6,118.2,704.0,
821.4,618.2,417.6,264.8,387.0,
773.0,847.4,402.2,277.0,633.0,
480.4,591.4,481.6,251.0,815.6,
224.2,266.6,401.8,209.2,485.8,
86.8,130.4,284.0,145.8,184.8,
40.4,56.6,179.6,110.0,87.6,
12.2,37.8,130.0,85.2,55.4,
2.2,29.8,72.4,60.2,16.0,
0.0,7.8,27.4,38.2,4.4,
0.0,2.8,11.8,40.4,0.4,
0.0,0.4,3.8,36.0,0.0,
0.0,0.4,1.4,28.6,0.0,
0.0,0.0,1.0,20.2,0.0,
,0.0,0.4,12.8,0.0,
,0.0,0.0,7.2,0.0,
,0.0,0.0,5.6,,
,0.0,0.0,2.6,,
,,0.0,1.4,,
,,0.0,0.6,,
,,,0.4,,
,,,0.2,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
