0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
156.8,103.2,53.6,23.6,157.4,
297.8,237.6,122.8,51.0,465.2,
187.8,164.2,146.2,57.0,178.6,
520.8,130.0,125.8,74.6,346.0,
843.0,439.2,213.4,57.2,464.4,
832.8,787.6,220.2,44.4,607.2,
765.6,1048.0,224.8,57.8,685.6,
228.6,586.0,380.4,48.0,411.2,
47.4,157.2,526.6,55.8,193.8,
10.2,65.4,392.0,129.0,113.0,
3.0,23.2,337.2,232.6,50.8,
0.8,7.6,291.8,275.8,20.6,
0.0,4.2,169.2,195.8,19.6,
0.0,4.2,110.4,119.4,17.8,
0.0,1.2,50.0,117.8,8.6,
0.0,1.0,34.4,116.4,2.8,
0.0,0.4,19.8,62.2,0.4,
,0.0,6.6,29.8,0.0,
,0.0,4.0,24.4,0.0,
,0.0,1.8,18.8,0.0,
,0.0,0.8,16.2,0.0,
,0.0,0.0,13.6,0.0,
,,0.0,9.8,,
,,0.0,5.8,,
,,0.0,3.2,,
,,0.0,2.2,,
,,,1.6,,
,,,0.6,,
,,,0.2,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
