0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
310.6,209.4,99.8,51.4,205.2,
872.4,689.8,402.8,166.4,698.8,
1032.8,610.2,485.6,358.2,353.8,
1067.4,967.0,421.6,300.8,651.0,
361.2,798.2,619.2,288.0,861.0,
128.4,291.8,698.2,379.0,532.4,
91.6,121.4,439.0,459.4,246.2,
48.0,60.0,248.2,362.8,131.6,
30.4,63.0,144.8,281.0,60.6,
7.4,50.0,78.4,214.4,31.2,
2.2,24.4,53.8,145.2,14.6,
0.6,25.6,29.2,104.0,22.8,
0.0,14.0,19.2,88.2,16.0,
0.0,4.2,11.0,64.2,6.2,
0.0,1.4,13.4,50.6,0.8,
0.0,0.6,13.6,39.4,0.6,
0.0,0.4,7.2,28.4,0.2,
,0.2,2.4,20.2,0.0,
,0.0,2.0,16.6,0.0,
,0.2,0.2,14.6,0.0,
,0.0,0.2,9.2,0.0,
,0.0,0.2,6.8,0.0,
,0.0,0.0,4.0,,
,0.0,0.0,2.8,,
,0.0,0.0,1.0,,
,,0.0,1.0,,
,,0.0,1.0,,
,,,1.0,,
,,,0.4,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
