0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
156.8,100.6,46.8,26.8,145.4,
297.8,248.6,114.4,44.0,474.2,
197.4,180.2,180.8,75.6,150.2,
394.8,245.0,212.6,98.8,346.6,
781.2,621.8,297.0,84.8,552.6,
1027.6,870.8,390.0,59.4,551.8,
842.2,745.6,399.6,62.8,545.0,
186.2,601.8,515.4,124.2,423.4,
50.8,197.6,557.2,177.4,315.2,
14.8,66.2,416.2,259.8,172.2,
5.8,26.8,314.6,411.0,93.6,
1.6,16.6,173.4,442.8,52.0,
0.6,7.4,103.6,387.6,39.6,
0.2,4.6,60.6,355.6,25.4,
0.0,4.6,33.2,289.4,7.2,
0.0,3.4,17.4,216.0,3.2,
0.0,2.8,8.8,178.6,4.6,
0.0,1.0,4.6,112.8,4.4,
0.0,0.4,3.2,75.4,1.6,
,0.0,1.2,43.6,0.4,
,0.0,2.0,24.6,1.0,
,0.0,1.4,16.6,0.0,
,0.0,2.4,11.0,0.0,
,0.0,0.6,9.0,0.0,
,,0.2,5.0,0.0,
,,0.4,3.4,0.0,
,,0.0,2.6,,
,,0.2,1.4,,
,,0.0,1.6,,
,,0.0,0.6,,
,,0.0,0.8,,
,,0.0,1.0,,
,,0.0,1.2,,
,,,0.2,,
,,,0.8,,
,,,0.2,,
,,,0.4,,
,,,0.2,,
,,,0.0,,
,,,0.2,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
