0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
234.4,143.6,78.4,45.2,165.8,
504.6,500.2,363.0,179.0,191.6,
373.8,264.0,260.2,280.2,262.2,
886.2,593.2,193.8,141.2,238.0,
578.8,718.0,314.0,156.8,383.4,
488.2,560.4,370.0,208.6,502.4,
450.4,437.6,458.6,215.0,576.2,
171.0,242.0,468.4,237.8,602.0,
98.2,169.2,325.2,261.6,394.8,
74.4,94.8,199.6,269.0,238.6,
56.8,45.8,145.6,284.4,149.0,
18.4,49.0,125.8,273.4,61.4,
6.8,52.4,96.2,180.0,51.0,
1.2,20.6,67.8,109.0,31.8,
0.6,5.8,44.6,81.0,11.4,
0.2,1.8,35.6,70.2,4.2,
0.2,0.6,39.0,57.8,0.8,
0.0,0.0,38.0,43.8,1.0,
0.0,0.2,24.8,35.6,0.2,
0.0,0.0,12.8,29.0,0.0,
0.0,0.0,8.4,20.6,0.0,
0.0,0.0,10.0,14.2,0.0,
,0.0,10.6,13.2,0.0,
,0.0,7.8,12.0,0.0,
,,3.4,8.8,,
,,2.6,6.0,,
,,1.2,4.0,,
,,1.4,1.2,,
,,0.6,0.6,,
,,0.0,0.2,,
,,0.0,0.0,,
,,0.0,0.0,,
,,0.0,0.0,,
,,0.0,0.0,,
,,,0.0,,
