0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
224.8,141.6,75.8,32.6,171.8,
493.0,496.8,339.8,140.2,193.2,
216.4,243.8,227.2,282.8,241.6,
795.6,638.6,161.4,157.2,208.2,
685.2,812.8,391.0,156.2,374.2,
520.0,558.2,412.0,282.8,511.2,
479.2,382.0,387.4,293.4,553.2,
202.2,250.6,423.8,250.8,418.2,
139.8,111.2,357.6,240.4,433.4,
54.6,49.2,228.2,214.6,333.6,
29.8,45.4,145.8,218.8,135.6,
10.0,31.0,81.2,173.8,79.8,
2.4,33.2,65.0,129.6,49.0,
0.4,22.4,41.0,85.4,24.8,
0.0,5.2,28.0,64.4,11.4,
0.0,1.4,23.8,40.8,6.6,
0.0,0.6,10.0,32.4,2.2,
0.0,0.2,5.2,22.2,0.4,
0.0,0.2,5.8,18.4,0.0,
,0.0,9.0,10.6,0.0,
,0.0,9.2,7.0,0.0,
,0.0,8.6,4.6,0.0,
,0.0,1.6,2.0,0.0,
,0.0,1.2,1.8,,
,,0.6,0.2,,
,,0.0,0.0,,
,,0.0,0.0,,
,,0.0,0.0,,
,,0.0,0.0,,
,,0.0,0.0,,
