0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
312.2,196.0,103.4,51.6,209.6,
830.8,722.0,416.2,175.8,668.4,
953.6,643.4,460.6,372.6,341.4,
1019.0,896.4,296.0,344.0,672.4,
440.8,743.4,442.6,265.8,795.0,
186.4,343.0,658.2,231.2,602.2,
99.4,156.4,565.0,273.8,234.6,
79.8,110.8,322.2,358.6,132.4,
26.0,73.2,187.6,318.8,104.6,
9.2,37.8,112.8,290.6,64.8,
1.0,13.2,73.4,238.0,28.8,
0.4,5.4,43.8,151.6,13.8,
0.4,1.8,28.6,132.0,19.6,
0.0,1.0,23.8,95.6,14.8,
0.0,0.0,20.8,59.0,6.2,
0.0,0.0,15.6,47.8,1.4,
0.0,0.0,13.6,36.8,0.2,
0.0,0.0,12.8,26.6,0.2,
,0.0,15.8,23.8,0.0,
,,8.4,21.8,0.2,
,,4.4,18.2,0.0,
,,2.8,16.0,0.0,
,,2.6,12.6,0.0,
,,1.0,10.8,0.0,
,,0.4,6.2,0.0,
,,0.4,5.6,,
,,0.2,3.6,,
,,0.0,1.2,,
,,0.0,1.4,,
,,0.2,1.0,,
,,0.0,0.0,,
,,0.0,0.8,,
,,0.0,0.2,,
,,0.0,0.0,,
,,0.0,0.0,,
,,,0.2,,
,,,0.0,,
,,,0.2,,
,,,0.0,,
,,,0.2,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
