0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
222.4,147.6,75.4,35.6,170.8,
492.2,473.8,314.0,109.8,150.2,
423.0,237.4,217.6,251.8,210.6,
706.8,444.8,76.0,156.8,174.8,
725.8,519.6,201.4,108.4,360.8,
557.6,583.2,357.6,102.0,667.4,
315.8,490.4,331.2,138.0,712.6,
167.6,229.4,336.2,139.8,355.8,
79.4,150.6,264.2,138.4,312.2,
52.0,98.8,207.4,133.8,202.8,
12.2,43.8,157.0,114.6,73.6,
1.2,18.8,109.0,101.6,49.2,
0.0,12.8,84.0,70.6,31.0,
0.0,5.2,48.0,61.0,8.6,
0.0,0.6,21.4,41.0,4.8,
0.0,0.0,10.2,30.6,0.8,
0.0,0.0,5.0,35.2,0.2,
,0.0,3.0,34.2,0.2,
,0.0,0.6,35.8,0.0,
,0.0,0.0,25.2,0.0,
,,0.0,23.0,0.0,
,,0.0,13.8,0.0,
,,0.0,5.8,0.0,
,,0.0,0.6,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
