0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
302.2,194.4,105.4,51.8,196.6,
877.8,770.2,414.4,171.0,683.8,
824.6,679.4,521.0,336.0,355.8,
892.2,859.8,515.6,301.6,681.6,
509.0,681.6,613.4,264.8,857.6,
268.4,303.4,493.2,296.8,528.4,
107.0,155.6,269.2,347.4,215.4,
76.6,88.4,209.0,300.8,108.6,
32.4,46.4,137.6,259.6,54.0,
8.2,32.0,63.6,194.8,33.8,
2.0,11.8,44.0,126.0,14.2,
0.0,4.8,30.0,77.2,4.8,
0.0,1.0,21.4,47.0,2.0,
0.0,0.2,10.2,30.2,0.2,
0.0,0.0,6.2,21.6,0.0,
0.0,0.0,2.2,17.4,0.0,
,0.0,2.4,13.4,0.0,
,0.0,0.8,10.4,0.0,
,0.0,0.2,8.2,0.0,
,,0.0,5.8,,
,,0.0,3.0,,
,,0.0,1.2,,
,,0.0,0.8,,
,,0.0,0.4,,
,,,0.4,,
,,,0.4,,
,,,0.2,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
