0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
156.8,104.0,57.4,23.2,144.8,
261.4,196.4,80.6,20.0,442.8,
152.8,159.4,94.8,24.0,168.4,
303.6,265.2,63.8,27.8,320.6,
754.2,611.0,58.0,23.0,514.6,
1010.4,682.8,120.4,18.4,467.6,
777.2,751.2,215.0,12.6,626.4,
183.8,407.8,371.8,21.6,452.4,
78.6,192.0,474.6,45.8,192.6,
22.8,57.0,404.0,77.0,88.8,
8.0,17.2,350.4,85.0,36.0,
0.6,5.6,281.4,107.6,23.2,
0.0,1.6,154.0,103.6,5.2,
0.0,0.6,66.6,76.8,1.4,
0.0,0.4,30.4,48.8,0.2,
0.0,0.0,18.0,55.8,0.0,
0.0,0.0,16.2,48.2,0.0,
,0.0,9.4,28.6,0.0,
,0.0,2.0,29.2,0.0,
,0.0,0.4,30.8,0.0,
,,0.0,17.4,,
,,0.0,9.8,,
,,0.0,5.2,,
,,0.0,6.0,,
,,0.0,2.2,,
,,,0.8,,
,,,0.4,,
,,,0.6,,
,,,0.2,,
,,,0.2,,
,,,0.4,,
,,,0.6,,
,,,0.2,,
,,,0.2,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
