0.3,0.2,0.1,0.05,w
11.105572809,12.904554885,18.5801960973,12.0,13.3801960973,
0.894427191,1.09544511501,1.01980390272,8.0,1.01980390272,
0.894427191,1.09544511501,1.01980390272,8.0,1.01980390272,
