0.3,0.2,0.1,0.05,w
12.3266799469,13.9023823037,17.1715728753,27.8231802547,16.633809621,
1.67332005307,2.09761769634,2.82842712475,2.57681974535,1.16619037897,
1.67332005307,2.09761769634,2.82842712475,2.57681974535,1.16619037897,
