0.3,0.2,0.1,0.05,w
13.1603921946,15.0,23.6335680868,26.8564404226,15.860928057,
2.03960780544,2.0,2.36643191324,1.74355957742,1.93907194297,
2.03960780544,2.0,2.36643191324,1.74355957742,1.93907194297,
