0.3,0.2,0.1,0.05,w
1.0,1.0,1.0,1.0,1.0,
156.8,101.0,48.2,23.8,157.8,
297.8,250.0,117.2,46.4,460.0,
197.4,145.0,165.0,71.8,217.8,
394.8,69.6,137.0,101.0,318.6,
779.6,322.8,177.6,91.2,423.2,
954.4,788.2,262.4,80.4,696.4,
777.8,740.2,355.8,109.6,676.4,
258.8,697.0,509.8,165.6,375.4,
92.0,515.6,546.0,237.0,217.8,
29.0,157.0,533.6,348.6,81.6,
10.0,68.6,414.4,415.2,73.4,
2.6,38.0,223.2,391.6,72.2,
0.2,17.8,102.0,353.2,57.8,
0.2,5.8,61.6,339.0,31.4,
0.0,2.2,27.2,263.8,11.4,
0.0,1.0,13.4,186.0,10.4,
0.0,0.0,7.6,119.0,4.4,
0.0,0.0,2.8,66.8,1.6,
0.0,0.0,1.6,34.2,0.8,
,0.0,1.2,25.2,0.2,
,0.0,0.8,15.2,0.0,
,,0.4,6.0,0.0,
,,0.0,4.6,0.0,
,,0.2,4.2,0.0,
,,0.0,4.0,0.0,
,,0.0,1.8,,
,,0.0,1.6,,
,,0.0,0.8,,
,,0.0,1.0,,
,,,0.2,,
,,,1.0,,
,,,0.2,,
,,,0.4,,
,,,0.6,,
,,,0.2,,
,,,0.4,,
,,,0.2,,
,,,0.4,,
,,,0.0,,
,,,0.2,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
,,,0.0,,
