0.3,0.2,0.1,0.05,w
12.2202041029,13.4,16.0645843496,22.4370224556,14.3266799469,
0.979795897113,1.2,2.13541565041,3.76297754445,1.67332005307,
0.979795897113,1.2,2.13541565041,3.76297754445,1.67332005307,
