authority_score,betweenness,closeness
2.76496449321e-08,0.0,2.19191488914,
4.07427526096e-07,0.0,1.7130670517,
2.78983271002e-09,0.0,3.03572990315,
1.13699761617e-08,0.0,2.08875812276,
1.7080192178e-09,0.0,3.2798439481,
1.70471073694e-09,0.0,3.2798439481,
8.79308622527e-08,10.0,2.06465383226,
2.75392329723e-08,3935.0,2.15835362275,
6.11673563143e-09,0.0,2.48916506064,
2.77025252294e-08,3784.0,2.49250707558,
1.25769170669e-07,3.0,1.68602881665,
3.68118800393e-09,0.0,2.87082546908,
5.67113943378e-09,0.0,2.56150356654,
4.41314378405e-09,0.0,2.7460683471,
7.67746989767e-08,3.0,1.85616816469,
1.18725960265e-08,0.0,2.05898339313,
1.7106549498e-09,0.0,3.28003552811,
1.28458721625e-08,0.0,2.31886319522,
5.23552338719e-09,0.0,2.64729518484,
4.33373168935e-09,3927.0,2.8716533568,
3.87435675247e-07,1.0,1.62887018372,
1.99702021239e-07,26.0,1.63991962102,
6.77900665015e-09,0.0,2.42572036979,
3.54148993225e-08,5.0,2.19387058493,
7.2314296157e-09,0.0,2.36923970174,
8.57698312081e-08,0.0,2.06065665357,
4.14414625057e-07,8035.0,2.50649242576,
7.18460606845e-09,0.0,2.36923970174,
1.71096049658e-09,0.0,3.27995299903,
2.51232773597e-07,0.0,2.42470827111,
3.20498062905e-08,0.0,2.12176474588,
1.70471073694e-09,0.0,3.2798439481,
4.75860856893e-09,3954.0,2.74781391244,
2.86656484202e-08,1.0,2.12396417404,
7.65764431833e-06,38.0,2.42550215521,
1.70692442364e-09,0.0,3.2798439481,
1.41078088782e-08,7693.0,2.87260377932,
3.66656009995e-09,0.0,2.87098231519,
7.7925684791e-08,0.0,2.19117769364,
1.79603259669e-07,0.0,1.73736463842,
2.809997188e-09,0.0,3.03569045557,
3.01348557488e-09,11490.0,3.03727127524,
1.84054984154e-08,3875.0,2.37128837945,
5.67113943378e-09,0.0,2.56150356654,
1.68667715593e-07,0.0,1.89184125657,
2.90169123559e-08,1.0,2.31894259859,
1.22365054178e-08,0.0,2.00494021288,
5.80498113257e-09,0.0,2.56202748379,
6.79933009868e-09,3790.0,3.03602864708,
2.12012869735e-08,1.0,2.00862968131,
1.91264365598e-07,0.0,1.9812309215,
7.75625579427e-06,81.0,1.99396149793,
1.7117354135e-09,3959.0,3.28005438051,
6.77900665015e-09,0.0,2.42572036979,
3.77111974318e-09,3929.0,2.87159950741,
8.64126090471e-06,15.0,1.92856541716,
7.87183085751e-09,0.0,2.36923970174,
8.34649597832e-09,0.0,2.22995846654,
6.70082892679e-09,3944.0,2.56402441189,
1.26868887331e-08,0.0,2.25497380445,
1.66092058937e-07,27.0,1.94032062609,
1.13128931761e-08,3968.0,2.23584110673,
9.57427134196e-06,114.0,2.09132829173,
1.82645917831e-09,0.0,3.27991187514,
1.42560954399e-08,6.0,2.5631314449,
2.56751928259e-08,27.0,2.32197874329,
6.1196995087e-09,0.0,2.48946962273,
1.25432618473e-08,10.0,1.98409868971,
2.81490575961e-09,0.0,3.03569045557,
8.54106630753e-06,66.0,2.162937136,
2.58891026849e-07,5.0,1.93141172936,
4.58511585702e-06,153.0,2.27848046544,
1.78216149597e-07,0.0,1.75134216304,
1.08157950456e-08,0.0,2.03090925427,
3.67640975263e-09,0.0,2.87082546908,
6.77900665015e-09,0.0,2.42572036979,
5.94207019823e-08,232.0,2.28520748377,
1.09058757495e-08,0.0,2.12094823613,
4.57326235706e-08,9.0,2.00778924553,
2.48033039208e-07,35.0,1.95526804701,
6.18414776569e-09,0.0,2.48930742267,
1.71300499645e-07,23.0,2.20613966297,
3.16572282508e-09,1981.25,3.03632149784,
6.6971014087e-09,0.0,2.42572036979,
2.80240054923e-08,2.0,2.56261042948,
7.24147979244e-06,328.0,2.23873577907,
1.14109104261e-07,0.0,2.64616735536,
6.74402174877e-08,0.0,2.27340605351,
1.77123443732e-07,0.0,1.73894632556,
1.03967718063e-08,0.0,2.05912298625,
2.94762320726e-08,33.0,2.42913005961,
1.66698818013e-07,8.0,2.12294501593,
1.47258566959e-08,8.0,1.85493531096,
7.75057268736e-08,0.0,2.56204549084,
2.26365464138e-07,2445675.0,3.53123589937,
9.23915486712e-10,0.0,2.48708428456,
7.51733169316e-08,8201.0,2.16627220693,
2.149674946e-10,0.0,2.48663581553,
4.9420051e-09,1.0,1.70616821217,
1.04996141518e-07,1018.0,2.48016001894,
3.60387927499e-09,0.0,1.64992203362,
7.0030933332e-09,8.0,1.53419871801,
1.35712969696e-10,0.0,2.77795431516,
6.86842864753e-08,0.0,1.91172396691,
3.01048752506e-09,25.0,1.76861256802,
6.821929794e-08,28.0,1.72358645602,
2.75408643231e-09,0.0,1.70668816498,
3.2927443241e-09,54.0,1.81522918794,
4.61774055838e-08,5264.0,2.38084863452,
3.28784962117e-10,0.0,2.17142898428,
1.12008196043e-09,8922.0,2.3907242302,
1.0715259576e-07,14143.0,2.42845390208,
5.51612147554e-09,75.0,1.89856063748,
8.17935662109e-09,20.0,2.09554112051,
9.02570421448e-08,168.0,1.72191448567,
2.07152021928e-07,788.0,1.62934829991,
5.44487097103e-10,7440.0,2.48939482959,
2.34920238328e-09,47.0,1.99325765409,
2.13443114233e-07,5017.0,2.2024335519,
1.44428370889e-07,3.0,1.64846762041,
3.9973209197e-09,0.0,1.85154805025,
2.2218373308e-07,5010.0,2.88134384426,
8.30630026291e-11,0.0,3.02836539836,
1.64137009993e-07,188.0,1.70563093488,
8.30531973258e-11,0.0,3.02839490155,
2.27521315073e-09,0.0,2.06740264766,
2.43170169315e-09,0.0,2.02345741229,
1.17529803769e-09,0.0,2.02388208147,
1.89689242326e-10,3941.0,2.77845293603,
3.05024917418e-10,0.0,2.61236601065,
1.88578876013e-09,2535.0,2.25006913638,
1.3540569096e-10,0.0,2.77816348349,
7.34840866911e-08,3.0,2.19409302066,
1.27509793387e-08,3.0,1.58301492557,
2.426703073e-08,4261.0,2.58572873971,
1.00373561024e-09,60.0,2.39607391356,
1.51165222423e-07,58.0,1.78160377766,
6.17068622295e-08,0.0,1.57540339629,
2.79337781623e-10,0.0,2.30414834884,
1.10295251394e-08,2701.0,1.95040831476,
9.7244615644e-08,294.0,1.86412342276,
3.23650154137e-09,15.0,1.63778444767,
1.42569169852e-07,144.0,1.82599395431,
8.68134212783e-09,25.0,1.54284972841,
3.05607290704e-10,0.0,2.23328157056,
9.89763528855e-08,44.0,1.7591064772,
8.28913658998e-11,0.0,3.02836539836,
1.89703027965e-07,5.0,1.58334528465,
2.3366680718e-09,2.0,1.77774466142,
5.52019146177e-08,8.0,1.54305882411,
5.51531804989e-08,7529.0,2.43272552739,
2.24062942586e-10,0.0,2.61199314504,
8.06225797621e-08,45.0,1.94743169042,
6.70430395524e-08,0.0,1.59835850068,
8.52017063429e-09,4.0,1.53243033717,
1.86323647713e-09,1.0,1.91759430483,
1.35578618048e-10,0.0,2.77795431516,
9.56961658358e-08,10505.0,2.49920654782,
4.56067191746e-09,1.0,1.85574017066,
1.26978959016e-07,432713.0,3.2981661193,
8.97028451313e-08,6.0,2.08520796357,
5.18286468165e-08,1569.0,2.22471374428,
9.41327753286e-08,0.0,1.39938805825,
5.43102062641e-09,78.0,1.88799168349,
4.81550679986e-08,1049.0,1.89054705483,
1.08859913153e-07,7763.0,3.02258015734,
6.51672212662e-08,93.0,1.91895649051,
6.43403111903e-09,6122.0,2.03236446353,
8.39922472459e-08,12.0,1.66475222469,
3.79047167015e-09,0.0,1.84820395341,
1.23877992663e-07,29.0,1.83914616258,
1.07626731585e-07,728.0,1.91637173058,
6.43164154811e-08,3691.0,2.41780773031,
1.50092019126e-05,77277.0,3.29466428853,
1.15176180557e-09,0.0,2.11721715066,
1.27992628191e-07,1.0,1.72668428757,
1.75285650944e-07,2140.0,2.43760793093,
1.86271087375e-07,0.0,1.94864135608,
7.12607044163e-08,0.0,2.13558863112,
1.30202118877e-07,7.0,1.78770918507,
3.5708832875e-08,1808.0,2.38710658952,
1.60457312988e-07,3965.0,1.79833875816,
3.55238098649e-10,2855.0,2.12665914344,
1.89623585028e-07,151.0,2.41867318682,
1.26431587082e-07,28.0,1.65600337685,
2.88330717656e-09,41.0,1.98936080939,
3.05607290704e-10,0.0,2.23328157056,
7.39430222584e-08,2923.0,2.06313791964,
8.29792236726e-11,0.0,3.02836539836,
5.95242860703e-08,21.0,1.6201313601,
5.35845108781e-09,43.0,1.63244760053,
4.75126100172e-09,6.0,1.84283379157,
3.31541102287e-10,3851.0,2.77892623014,
5.33676298631e-08,931.0,2.2125883148,
3.4263715669e-09,5.0,1.73558840486,
1.37804200837e-07,695.0,1.80905096421,
4.83639375394e-08,8.0,1.63451559417,
2.1067936245e-10,0.0,2.48671530756,
1.36495011483e-10,0.0,2.77795431516,
8.64108099419e-08,166.0,1.78142594521,
1.65999292126e-07,2.0,1.67135808232,
7.13946071335e-08,0.0,1.86331981304,
6.05077100684e-09,92.0,1.65769735361,
5.34992174604e-08,0.0,2.2033310808,
1.69861367373e-07,77.0,2.00291200016,
8.50686201059e-08,853.0,1.82358761578,
3.22531423639e-09,18.0,1.80613070526,
3.80717499906e-08,165.0,2.00767265406,
3.67395853246e-10,0.0,2.48663581553,
9.83782612947e-08,27.0,1.82582661475,
1.10663788063e-09,0.0,2.17183790416,
1.7852449667e-10,0.0,2.61137308111,
8.29792236726e-11,0.0,3.02836539836,
6.2242771284e-08,133.0,1.96112544568,
1.15593427312e-09,2503.0,1.8828620726,
1.02026224548e-07,1.0,1.66382975554,
3.50574677419e-10,2062859.0,2.79591506136,
4.41406300583e-08,60.0,1.69343751199,
2.21335760348e-09,0.0,1.77579496905,
2.00675220922e-07,8096.0,2.68965238149,
2.49712066805e-10,0.0,2.3870104872,
8.96281290052e-08,91.0,2.02526372629,
1.27870597683e-09,5387.0,2.28142025905,
5.14905933499e-08,4.0,1.64510810104,
4.1799611022e-08,379.0,2.63968540552,
2.98548035499e-09,9.0,1.89150281964,
5.49327472765e-08,34.0,1.6022466241,
1.34178666239e-07,32156.0,2.50953700746,
1.13085160137e-07,28823.0,2.637198338,
4.98081320617e-08,0.0,2.52119424906,
3.36135039767e-09,0.0,1.87834908321,
9.92834074058e-09,3.0,1.55515957668,
9.72569001268e-09,1.0,1.61735833149,
2.97270182736e-09,5.0,1.70720161834,
2.29237599271e-09,25.0,1.9872829582,
2.18459385317e-09,0.0,2.0699004275,
8.76981037737e-08,25.0,1.64898153303,
1.65139860742e-08,32.0,1.44910449114,
4.51611803439e-09,0.0,1.73602535356,
7.39828436748e-09,20.0,1.70829185894,
1.41345371841e-08,70.0,1.9455426114,
8.68560466268e-08,526.0,2.31227432012,
3.10249425166e-10,6271.0,2.39527819503,
1.36629938866e-10,0.0,2.77795431516,
1.5750723049e-07,13.0,1.8133823617,
3.05607290704e-10,0.0,2.23328157056,
2.36049336332e-09,14.0,2.0758328895,
1.90815893609e-08,2.0,1.46226058415,
9.51925150135e-08,931.0,2.14001454134,
2.45508615913e-09,0.0,1.9829401794,
2.21152234245e-07,735.0,1.79495641641,
1.93444802938e-07,48.0,1.59548115158,
8.8682012358e-08,1091.0,2.00938010691,
3.47589548517e-09,0.0,1.91039167928,
6.91763164036e-08,36.0,1.87845899722,
5.01070268151e-08,0.0,1.6445832706,
4.43838285784e-08,1.0,1.68591377091,
2.16469357356e-07,104.0,1.97292601629,
8.39031449499e-08,23.0,1.68618928836,
7.53699690361e-08,6378.0,1.69161537881,
6.55392265047e-08,0.0,1.92276828096,
1.19501898975e-07,113.0,2.60336159991,
7.95521593907e-08,0.0,1.8524862822,
3.902678746e-09,24.0,1.72561586157,
1.72385051543e-07,3.0,1.68398379636,
4.37453429843e-09,31.0,1.92171598246,
1.34829928537e-09,1.0,2.06822576364,
1.72533467899e-07,10.0,1.56643236769,
9.91627257654e-08,26.0,1.72299684811,
1.69625167446e-07,5.0,1.69893318797,
1.69633414689e-07,9189.0,2.21318919691,
2.19885415729e-08,0.0,1.61966491387,
7.09584385402e-08,20.0,2.04153258182,
1.18056967737e-09,0.0,2.22885264084,
1.86157679541e-10,6855.0,2.61374879617,
6.1187704498e-08,19.0,1.96456287701,
3.40661083712e-10,5.0,2.11809580523,
8.08857261343e-10,5710.0,2.56567133096,
4.96387687263e-08,2823.0,2.31609786296,
1.93900409256e-09,592.0,2.07497623086,
5.42932042955e-09,0.0,1.72687077156,
1.55729594287e-08,0.0,1.49369534739,
3.78782402365e-08,4046.0,2.47943202113,
1.67327075849e-09,4486.0,1.87232033174,
1.1466458874e-09,5845.0,2.24422672965,
6.21095963862e-08,32.0,2.1719645853,
7.76183615818e-08,9.0,1.75242529502,
9.34889151842e-08,16.0,1.77956677755,
1.99419559274e-07,6.0,1.62763874495,
1.54300165419e-07,6.0,1.62864051078,
7.54766728915e-08,0.0,1.79660597452,
4.34965916995e-09,0.0,1.63175098263,
6.64824786928e-09,84.0,1.63701282603,
4.78373941972e-08,3.0,2.68463009684,
4.01823870375e-09,0.0,1.84809366347,
3.05024917418e-10,0.0,2.61236601065,
9.11634505807e-08,3183.0,2.07574532058,
6.19544631551e-08,0.0,1.97118549319,
6.18171036198e-09,52.0,1.95387108712,
7.72146200856e-08,62.0,1.96296232642,
8.23110049326e-09,46.0,1.69393774379,
3.88779832127e-08,68.0,2.23142880594,
1.11048899179e-07,0.0,1.70036421643,
5.98725681064e-09,53.0,1.76605078221,
1.06507215542e-07,96.0,1.66750038634,
2.7400307936e-10,4657.0,2.49203995537,
3.35317286875e-05,2226091.0,3.38290385499,
3.26516461282e-10,0.0,2.17142898428,
5.6910575541e-09,6.0,1.78160267879,
1.4231682788e-07,10831.0,2.67597417317,
1.56949036788e-07,2112270.0,2.55301007764,
1.0034618927e-09,36.0,2.03001226037,
6.75568754258e-08,6.0,1.99446909819,
5.0251095438e-08,27.0,1.61885359163,
4.89108904709e-10,3841.0,2.77882619641,
1.7852449667e-10,0.0,2.61137308111,
5.53075942106e-10,0.0,1.33439996363,
3.71717765022e-10,6.0,1.85457156209,
2.78250413851e-10,0.0,1.77926168475,
3.09842189316e-10,0.0,1.70415331525,
4.22092171081e-10,0.0,1.49550688276,
4.44612782711e-10,0.0,1.45680137144,
6.2649092102e-10,2.0,1.70092867767,
4.72446454472e-08,1400.0,2.2772013517,
5.70000981736e-11,0.0,2.77070285097,
4.10082151302e-10,0.0,1.51639868846,
4.54439235049e-10,0.0,1.43881958216,
4.05750913804e-10,83.0,2.11445565604,
1.2038287423e-09,0.0,2.05162365924,
2.29159412779e-09,0.0,1.87286866314,
3.04296461732e-10,0.0,1.7059255857,
4.44291586617e-10,0.0,2.11706079468,
1.14979058823e-09,8029.0,1.94188418756,
7.35441395916e-08,0.0,1.64191257557,
6.44081682575e-10,0.0,1.53969409158,
4.10988481837e-10,337.0,2.25111068828,
3.0874071195e-08,203320.0,2.76418611262,
3.83120102911e-10,0.0,1.56180551369,
1.92544469336e-08,70244.0,2.90787090575,
4.63818869452e-10,0.0,1.50064361983,
3.6856770807e-10,0.0,1.64208924874,
4.31798993971e-10,0.0,1.47567250363,
4.42738777955e-10,0.0,1.45682994935,
3.81314699665e-08,25437.0,2.86215891004,
3.97302617021e-10,0.0,1.58705793339,
1.43402608057e-07,5.0,2.27731554244,
4.02965742338e-10,0.0,1.59078332557,
9.7368393424e-08,5858.0,2.56088953557,
8.62141766978e-09,15162.0,2.71957423661,
1.20475332304e-09,5103.0,2.46140618366,
3.35367596961e-10,0.0,1.64221934353,
3.54811632059e-10,0.0,1.69185437238,
5.87117715472e-08,0.0,1.6300555829,
4.41647022725e-10,0.0,1.45680799375,
3.95585031781e-10,2.0,1.64120277147,
4.92613336718e-10,0.0,1.99334839071,
4.66010081704e-10,0.0,1.80600879379,
5.0760018959e-10,0.0,1.4270906077,
7.83980007986e-10,226.0,1.79120541891,
1.90410449685e-10,1.0,2.04840670942,
2.84792692631e-10,4.0,1.74611650413,
3.76254766691e-10,1.0,1.72054666616,
3.94619677119e-10,0.0,1.51832994422,
3.40651344886e-10,0.0,1.70609502872,
4.44612782711e-10,0.0,1.45680137144,
2.77287001256e-10,0.0,1.77835015398,
1.14660463342e-08,4070.0,2.88852411619,
8.21836151922e-10,1498.0,2.3050341446,
2.70027852718e-10,0.0,1.82572270684,
4.18622660671e-10,0.0,1.4955121767,
3.22085143214e-10,0.0,1.72657821847,
5.16585011675e-08,3897.0,2.09090350752,
4.51753085276e-10,0.0,1.71354378331,
4.96917641683e-10,0.0,1.44502747334,
5.15605901289e-08,42449.0,2.65235289998,
3.90665542563e-10,3562.0,2.23549351731,
4.33036209569e-10,0.0,1.47567250363,
7.8933903158e-08,25628.0,2.5292630387,
5.70000981736e-11,0.0,2.77070285097,
4.42738777955e-10,0.0,1.45682994935,
6.25730779722e-10,15.0,1.98590305694,
7.0713958023e-08,3.0,1.99977261547,
3.64408862998e-09,1403.0,1.89280373144,
3.95820283086e-10,0.0,1.86762609067,
5.73189260378e-11,3925.0,2.77092660449,
5.53102637222e-09,3919.0,3.28317018624,
4.17720895657e-10,0.0,1.49552970844,
8.83790077746e-08,1559.0,2.32542135692,
7.14397206311e-10,79.75,2.35537303603,
