'0.1', 2, 3733, 21
'0.1', 3, 3555, 19
'0.1', 4, 3494, 21
'0.1', 5, 3744, 21
'w', 2, 3843, 19
'w', 3, 3782, 16
'w', 4, 3840, 16
'w', 5, 3845, 18

