'0.1', 2, 3711, 17
'0.1', 3, 3499, 13
'0.1', 4, 3753, 14
'0.1', 5, 3707, 14
'w', 2, 3600, 13
'w', 3, 3767, 13
'w', 4, 3783, 13
'w', 5, 3643, 11

