'0.1', 2, 3826, 13
'0.1', 3, 3675, 17
'0.1', 4, 3835, 12
'0.1', 5, 3744, 26
'w', 2, 3826, 13
'w', 3, 3796, 14
'w', 4, 3835, 12
'w', 5, 3829, 17

