'0.1', 1, 3512, 15
'0.1', 2, 3723, 20
'0.1', 3, 3762, 16
'0.1', 4, 3715, 15
'0.1', 5, 3732, 15
'w', 1, 3883, 20
'w', 2, 3840, 16
'w', 3, 3862, 11
'w', 4, 3855, 17
'w', 5, 3809, 13

