'0.1', 1, 3518, 16
'0.1', 2, 3686, 15
'0.1', 3, 3679, 20
'0.1', 4, 3810, 14
'0.1', 5, 3876, 13
'w', 1, 3818, 14
'w', 2, 3841, 14
'w', 3, 3865, 12
'w', 4, 3810, 14
'w', 5, 3876, 13

